"cohortId","cohortName","atlasId","description","createdDate","modifiedDate","librarian","cohortNameFormatted","lastModifiedBy","cohortNameLong","status","addedVersion","logicDescription","hashTag","contributors","contributorOrcIds","contributorOrganizations","peerReviewers","peerReviewerOrcIds","recommendedReferentConceptIds","ohdsiForumPost","replaces","notes","cohortNameAtlas","recommendedEraPersistenceDurations","recommendedEraCollapseDurations","recommendSubsetOperators","id","name"
714,"[P][R] Endometriosis (clinical)",714,"cohortNameLong : Endometriosis (clinical);
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Endometriosis (clinical). Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 433527;
ohdsiForumPost : ;
replaces : ;
","2023-07-19","2023-09-19","rao@ohdsi.org","Endometriosis (clinical)",,"Endometriosis (clinical)","Pending peer review","","all events of Endometriosis (clinical). Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","433527","","",,,,,,714,714
715,"[P] Hepatic fibrosis",715,"cohortNameLong : Hepatic fibrosis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Hepatic Fibrosis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4064161,4267417;
ohdsiForumPost : ;
replaces : ;
","2023-07-19","2023-09-25","rao@ohdsi.org","Hepatic fibrosis",,"Hepatic fibrosis","Pending peer review","","all events of Hepatic Fibrosis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","4064161,4267417","","",,,,,,715,715
716,"[P] Acute Hepatic Injury",716,"cohortNameLong : Acute Hepatic Injury;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Acute Hepatic Injury;
hashTag : ;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 194990;
ohdsiForumPost : ;
replaces : ;
","2023-07-20","2023-09-25","rao@ohdsi.org","Acute Hepatic Injury",,"Acute Hepatic Injury","Pending","","Acute Hepatic Injury","","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","194990","","",,,,,,716,716
717,"[P] Portal hypertension or esophageal varices",717,"cohortNameLong : Portal vein thrombosis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all event of portal hypertension or esophageal varices;
hashTag : ;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 192680;
ohdsiForumPost : ;
replaces : ;
","2023-07-20","2023-09-25","rao@ohdsi.org","Portal hypertension or esophageal varices",,"Portal vein thrombosis","Pending peer review","","all event of portal hypertension or esophageal varices","","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","192680","","",,,,,,717,717
719,"[P] Acute Hepatic Injury or jaundice while inpatient with no cooccurring certain liver disease",719,"cohortNameLong : ;
librarian : rao@ohdsi.org;
status : ;
addedVersion : ;
logicDescription : ;
hashTag : ;
contributors : ;
contributorOrcIds : ;
contributorOrganizations : ;
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : ;
ohdsiForumPost : ;
replaces : ;
","2023-07-24","2023-09-19","rao@ohdsi.org","Acute Hepatic Injury or jaundice while inpatient with no cooccurring certain liver disease",,"","","","","","","","","","","","","",,,,,,719,719
720,"[P] Aplastic Anemia",720,"cohortNameLong : Aplastic Anemia;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of aplastic anemia;
hashTag : #DME;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 137829;
ohdsiForumPost : ;
replaces : ;
","2023-07-26","2024-09-11","rao@ohdsi.org","Aplastic Anemia",,"Aplastic Anemia","Pending peer review","","all events of aplastic anemia","#DME","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","137829","","",,,,,,720,720
721,"[P] Sudden New Onset Blindness",721,"cohortNameLong : Sudden New Onset Blindness;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Sudden New Onset Blindness;
hashTag : ;
contributors : Gowtham A. Rao, Azza Shoaibi;
contributorOrcIds : '0000-0002-4949-7236','0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 377556;
ohdsiForumPost : ;
replaces : ;
","2023-07-27","2023-09-19","rao@ohdsi.org","Sudden New Onset Blindness",,"Sudden New Onset Blindness","Pending peer review","","all events of Sudden New Onset Blindness","","Gowtham A. Rao, Azza Shoaibi","'0000-0002-4949-7236','0000-0002-6976-2594'","'OHDSI'","","","377556","","",,,,,,721,721
722,"[P] Endometriosis indexed on procedure with two or more diagnosis among females 15 to 49",722,"cohortNameLong : Endometriosis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : An occurrence of procedure expected to be performed for persons with endometriosis with a diagnosis of endometriosis within 30 days of the procedure. Should have two more diagnosis in the future. Should be female. Should be between 15 to 49 years. A person is expected to be in the phenotype for the rest of their life (i.e. the disease never ends);
hashTag : ;
contributors : 'Molle McKillop', 'Noémie Elhadad';
contributorOrcIds : ;
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 433527;
ohdsiForumPost : ;
replaces : ;
","2023-08-22","2023-09-19","rao@ohdsi.org","Endometriosis indexed on procedure with two or more diagnosis among females 15 to 49",,"Endometriosis","Pending peer review","","An occurrence of procedure expected to be performed for persons with endometriosis with a diagnosis of endometriosis within 30 days of the procedure. Should have two more diagnosis in the future. Should be female. Should be between 15 to 49 years. A person is expected to be in the phenotype for the rest of their life (i.e. the disease never ends)","","'Molle McKillop', 'Noémie Elhadad'","","'OHDSI'","","","433527","","",,,,,,722,722
723,"[P] First Acute Hepatic Failure with no known severe liver disease",723,"cohortNameLong : Earliest event of Acute Hepatic Failure;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : This definition, is modeling acute hepatic failure, assuming that acute hepatic failure by definition is severe liver injury with hepatic coma in the absence of known liver disease. This definition include hepatic coma that is potentially due to viral hepatis or alcohol use.;
hashTag : #Disease, #DME;
contributors : Azza Shoaibi;
contributorOrcIds : '0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4245975;
ohdsiForumPost : ;
replaces : ;
","2023-08-22","2024-09-11","rao@ohdsi.org","First Acute Hepatic Failure with no known severe liver disease",,"Earliest event of Acute Hepatic Failure","Pending peer review","","This definition, is modeling acute hepatic failure, assuming that acute hepatic failure by definition is severe liver injury with hepatic coma in the absence of known liver disease. This definition include hepatic coma that is potentially due to viral hepatis or alcohol use.","#Disease, #DME","Azza Shoaibi","'0000-0002-6976-2594'","'OHDSI'","","","4245975","","",,,,,,723,723
724,"[P] First Acute Hepatic Failure with no known liver disease",724,"cohortNameLong : Earliest event of Acute Hepatic Failure, NO viral hepatitis or alcoholic hepatic failure;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : This definition, is modeling acute hepatic failure, assuming that acute hepatic failure by definition is severe liver injury with hepatic coma in the absence of known liver disease. This definition excludes persons with viral hepatis or alcohol use.;
hashTag : #Disease, #DME;
contributors : Azza Shoaibi;
contributorOrcIds : '0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4245975;
ohdsiForumPost : ;
replaces : ;
","2023-08-22","2024-09-11","rao@ohdsi.org","First Acute Hepatic Failure with no known liver disease",,"Earliest event of Acute Hepatic Failure, NO viral hepatitis or alcoholic hepatic failure","Pending peer review","","This definition, is modeling acute hepatic failure, assuming that acute hepatic failure by definition is severe liver injury with hepatic coma in the absence of known liver disease. This definition excludes persons with viral hepatis or alcohol use.","#Disease, #DME","Azza Shoaibi","'0000-0002-6976-2594'","'OHDSI'","","","4245975","","",,,,,,724,724
725,"[P] All events of Acute Kidney Injury (AKI), with a washout period of 30 days",725,"cohortNameLong : All events of Acute Kidney Injury (AKI);
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : All events of Acute Kidney Injury (AKI) indexed on a diagnosis of Acute kidney injury or a Dialysis procedure at a medicare certified esrd facility for acute kidney injury without esrd,. Applying a washout period of 30 days between observed events excluding events/patients with 1. a diagnosis of End-Stage Kidney Disease in the 365 days before AKI occurrence 2. patients receiving chronic dialysis defined as more than 3 recorded events of dialysis in 365 days before AKI occurrence 3. kidney Transplant any time prior . patients exit the cohort 7 days post index..;
hashTag : #Disease, #DME;
contributors : 'Gowtham A. Rao', 'Azza Shoaibi';
contributorOrcIds : '0000-0002-4949-7236', '0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 197320;
ohdsiForumPost : ;
replaces : ;
","2023-08-22","2024-09-11","rao@ohdsi.org","All events of Acute Kidney Injury (AKI), with a washout period of 30 days",,"All events of Acute Kidney Injury (AKI)","Pending peer review","","All events of Acute Kidney Injury (AKI) indexed on a diagnosis of Acute kidney injury or a Dialysis procedure at a medicare certified esrd facility for acute kidney injury without esrd,. Applying a washout period of 30 days between observed events excluding events/patients with 1. a diagnosis of End-Stage Kidney Disease in the 365 days before AKI occurrence 2. patients receiving chronic dialysis defined as more than 3 recorded events of dialysis in 365 days before AKI occurrence 3. kidney Transplant any time prior . patients exit the cohort 7 days post index..","#Disease, #DME","'Gowtham A. Rao', 'Azza Shoaibi'","'0000-0002-4949-7236', '0000-0002-6976-2594'","'OHDSI'","","","197320","","",,,,,,725,725
726,"[P] All events of Anaphylaxis, Mini-Sentinel",726," 
 cohortNameLong : All events of Anaphylaxis, Mini-Sentinel; 
 cohortNameAtlas : [P] All events of Anaphylaxis, Mini-Sentinel; 
 librarian : rao@ohdsi.org; 
 status : Pending peer review; 
 addedVersion : ; 
 logicDescription : All events of anaphylaxis in inpatient setting, or anaphylaxis in outpatient along with symptoms or treatment for anaphylaxis ; 
 hashTag : #Disease, #DME, #replication; 
 contributors : Azza Shoaibi; 
 contributorOrcIds : '0000-0002-6976-2594'; 
 contributorOrganizations : 'OHDSI'; 
 peerReviewers : ; 
 peerReviewerOrcIds : ; 
 recommendedEraPersistenceDurations : 1; 
 recommendedEraCollapseDurations : 0; 
 recommendSubsetOperators : ; 
 recommendedReferentConceptIds : 441202; 
 ohdsiForumPost : ;","2023-08-22","2024-09-11","rao@ohdsi.org","All events of Anaphylaxis, Mini-Sentinel",,"All events of Anaphylaxis, Mini-Sentinel","Pending peer review","","All events of anaphylaxis in inpatient setting, or anaphylaxis in outpatient along with symptoms or treatment for anaphylaxis","#Disease, #DME, #replication","Azza Shoaibi","'0000-0002-6976-2594'","'OHDSI'","","","441202","",,,"[P] All events of Anaphylaxis, Mini-Sentinel","1","0","",726,726
727,"[P] All events of Angioedema, with a washout period of 180 days",727,"cohortNameLong : Angioedema;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : All events of angioedema, indexed on a diagnosis of angioedema or urticaria followed by a diagnosis of angioedema within 3 days. With no diagnosis of angioedema in the last 180 days of washout period. Events are excluded if they have recent cardiac edema, cellulitis, erysipelas, dermatitis or eczema, lymphedema or insect bites 7 days before to and including index date. Cohort exist is 1 day post cohort end date;
hashTag : #Disease, #DME;
contributors : Azza Shoaibi;
contributorOrcIds : '0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 139900;
ohdsiForumPost : ;
replaces : ;
","2023-08-22","2024-09-11","rao@ohdsi.org","All events of Angioedema, with a washout period of 180 days",,"Angioedema","Pending peer review","","All events of angioedema, indexed on a diagnosis of angioedema or urticaria followed by a diagnosis of angioedema within 3 days. With no diagnosis of angioedema in the last 180 days of washout period. Events are excluded if they have recent cardiac edema, cellulitis, erysipelas, dermatitis or eczema, lymphedema or insect bites 7 days before to and including index date. Cohort exist is 1 day post cohort end date","#Disease, #DME","Azza Shoaibi","'0000-0002-6976-2594'","'OHDSI'","","","139900","","",,,,,,727,727
728,"[P] Autoimmune hemolytic anemia events not including evans syndrome",728,"cohortNameLong : Autoimmune hemolytic anemia;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : All events of Autoimmune hemolytic anemia events not including evans syndrome;
hashTag : #Disease, #DME;
contributors : 'Gowtham A. Rao', 'Azza Shoaibi';
contributorOrcIds : '0000-0002-4949-7236', '0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 441269;
ohdsiForumPost : ;
replaces : ;
","2023-08-23","2024-09-11","rao@ohdsi.org","Autoimmune hemolytic anemia events not including evans syndrome",,"Autoimmune hemolytic anemia","Pending peer review","","All events of Autoimmune hemolytic anemia events not including evans syndrome","#Disease, #DME","'Gowtham A. Rao', 'Azza Shoaibi'","'0000-0002-4949-7236', '0000-0002-6976-2594'","'OHDSI'","","","441269","","",,,,,,728,728
729,"[P] Autoimmune hepatitis, with a washout period of 365 days",729,"cohortNameLong : All events of Autoimmune hepatitis, with a washout period of 365 days;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of autoimmune hepatitis, indexed on diagnosis of autoimmune hepatitis, excluding event occurring in prior 365days washout period. Also excluded are events that have chronic liver diseases that may have similar presentation such as viral hepatitis, drug induced liver injury, alcoholic liver disease, and no systemic lupus erythematosus in past 365 and including index. Cohort exist is 1 day post end date.;
hashTag : #DME;
contributors : Azza Shoaibi;
contributorOrcIds : '0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 200762;
ohdsiForumPost : ;
replaces : ;
","2023-08-23","2024-09-11","rao@ohdsi.org","Autoimmune hepatitis, with a washout period of 365 days",,"All events of Autoimmune hepatitis, with a washout period of 365 days","Pending peer review","","all events of autoimmune hepatitis, indexed on diagnosis of autoimmune hepatitis, excluding event occurring in prior 365days washout period. Also excluded are events that have chronic liver diseases that may have similar presentation such as viral hepatitis, drug induced liver injury, alcoholic liver disease, and no systemic lupus erythematosus in past 365 and including index. Cohort exist is 1 day post end date.","#DME","Azza Shoaibi","'0000-0002-6976-2594'","'OHDSI'","","","200762","","",,,,,,729,729
730,"[P] Acute pancreatitis, indexed on visit with NO chronic or hereditary pancreatitis",730,"cohortNameLong : All events Acute pancreatitis, indexed on visit with NO chronic or hereditary pancreatitis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of acute pancreatitis, indexed on an inpatient or emergency or an out patient visit (restricted to overlapping with an Emergency room procedures) with a diagnosis of Acute pancreatitis. With 1. no such events in prior washout window of 365 days 2. and no history of chronic pancreatitis any time prior or hereditary pancreatitis any time pre or post index. Cohort exit is 7 days post index.;
hashTag : ;
contributors : Azza Shoaibi;
contributorOrcIds : '0000-0002-6976-2594';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4192640, 199074;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-acute-pancreatitis-and-drug-induced-acute-pancreatitis/17848;
replaces : ;
","2023-08-23","2024-09-11","rao@ohdsi.org","Acute pancreatitis, indexed on visit with NO chronic or hereditary pancreatitis",,"All events Acute pancreatitis, indexed on visit with NO chronic or hereditary pancreatitis","Pending peer review","","all events of acute pancreatitis, indexed on an inpatient or emergency or an out patient visit (restricted to overlapping with an Emergency room procedures) with a diagnosis of Acute pancreatitis. With 1. no such events in prior washout window of 365 days 2. and no history of chronic pancreatitis any time prior or hereditary pancreatitis any time pre or post index. Cohort exit is 7 days post index.","","Azza Shoaibi","'0000-0002-6976-2594'","'OHDSI'","","","4192640, 199074","https//forums.ohdsi.org/t/phenotype-submission-acute-pancreatitis-and-drug-induced-acute-pancreatitis/17848","",,,,,,730,730
